Key;English;Spanish;German;Polish;French;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
EVTOPTB50204;We need entire Egypt;x;
EVTNAME50205;Treaty of Damasco;x;
EVTOPTA50205;Sign the Treaty;x;
EVTNAME50300;The $CAPITAL$ Conference of $YEAR$;x;
EVTDESC50300;The colonial powers of the world have gathered in $CAPITAL$ to discuss the regulation of colonization and trade in Africa. The outcome has become known as the 'General Act of the $CAPITAL$ Conference', formalizing the scramble for the African continent. After this point, any civilized country will largely be seen as justified in aggression towards uncivilized African nations.;x;
EVTOPTA50300;We must Colonize all of Africa;x;
EVTNAME50400;The Hungarian Revolt;x;
EVTDESC50400;A war rages in the Austrian Empire as Hungary attempt to secede from the Union. The outcome is uncertain, but already this promises to be a new type of war as both sides have access to railroads, telegraphs, and repeating rifles. Meanwhile, Great Britain is experimenting with the first iron-hulled steam-driven warship, a combination which promises to revolutionise the war at sea. World wide the industrial revolution is gathering speed as more and more nations start to industrialise. The times they are changing for our nation.;x;
EVTOPTA50400;Long live the Austrian Empire;x;
EVTOPTB50400;Long live the Kingdom of Hungary;x;
EVTNAME50401;Revolt in Croatia!;x;
EVTNAME50402;Revolt in Hungary!;x;
EVTNAME50403;Revolt in Hungary!;x;
EVTOPTA50403;Rebel Scum;x;
REBELSCUMDESC;Some regions in our country do not have the normal morale and the rebels take advantage of opportunities and they have done a lot of rebellions in our territory a civil war beggins...;x;
REBELSCUMOPTION;Rebel Scum!;x;
EVTNAME50500;$COUNTRY_ADJ$ Fascist Coup d'état;x;
EVTDESC50500;The fascists have made an uprising where they demand to take power, if we don't grant it there will probably be an even stronger uprising in the future. Our country will face years of decline...;x;
EVTOPTA50500;Raise the fascist flag!;x;
EVTOPTB50500;Retake the power now!;x;
EVTNAME50600;Texas Capitulates;x;
EVTDESC50600;Texas has been partially conquered and we have finally been able to sign an armistice in which we determine the future of Texas and the United States, in case it intervenes...;x;
EVTOPTA50600;Annex Texas;x;
EVTOPTB50600;Do not sign a treaty;x;
EVTOPTC50600;Declare war on USA;x;
BALKANWARSDESC;The Balkan area has always been a challenge for us to maintain armed peace, it seems that the countries that managed to gain full independence from us have defrauded us and demanded that we give up our Balkan territories and thus avoid a war, we are willing to have Turkish territories taken from us?;x;
EVTNAME50700;The Spanish Constitution of 1837;x;
EVTDESC50700;The independence of America has led to a general discontent of the Spanish population, our political advisers have done everything possible to calm this constant pressure from the monarchy. The only thing left for us is to approve the constitution of 1812...;x;
EVTOPTA50700;Aprove the constitution;x;
EVTOPTB50700;We don't need a simple piece of paper!;x;
EVTNAME50501;Our Lands Returned!;x;
EVTDESC50501;The war is over, now our decision is if we'll return the lands that aren't our core or not, long live $COUNTRY$!;x;
EVTOPTA50501;We've to return the not core provinces;x;
EVTOPTB50501;We'll keep everything we've gained;x;
EVTNAME50800;The Fall of The Confederation;x;
EVTDESC50800;The Peru-Bolivian Confederation has collapsed and has asked us for a peace offer, our country will finally be a united and independent nation. In addition to achieving total independence, we will also demand the annexation of southern Peru so that we can be a nation with great prestige, a small step for the Great Peruvian nation!;x;
EVTOPTB50800;Peru is finally United!;x;
EVTNAME50801;The Peruvian Demands;x;
EVTOPTB50801;We have no choice;x;
EVTNAME50601;Mexico Surrenders;x;
EVTDESC50601;The now Mexican Empire has surrendered to us and from now on it will be an empire that will rise from the ashes and that is why we have expectations that it will surpass the previous Mexican Empire, which was a failure due to its instability.;x;
EVTOPTA50601;Welcome to the Second Mexican Empire!;x;
EVTNAME50102;The Crimean Incident;x;
EVTDESC50102;The constant influence in the Ottoman territory has led to increased tensions between the two countries, our objectives are to liberate the Romanian peoples of Moldavia and Wallachia, in addition to further weakening the Ottoman army;x;
EVTOPTA50102;Declare war on The Otoman Empire;x;
EVTOPTB50102;We can't cause another war;x;
EVTNAME50404;The San Marco Revolt;x;
EVTOPTA50404;The Territory of Venetia is ours;x;
EVTNAME50103;The Ottoman Empire Surrenders;x;
EVTDESC50103;Some time ago we began to invade the Ottoman Empire and after the advance of our excellent troops, we have been able to determine our territory in strategic areas that have forced the Ottoman Empire to sign peace with us, determining the beginning of the Romanian monarchy;x;
EVTOPTA50103;Fine!;x;
CRIMEANWARDESC;In what is perhaps a foolish move, the French have pressure the Turks into accepting their sovereign authority over the Holy Land in Palestine... authority which has traditionally rested with the Russians since the Treaty of Küçük Kaynarca. The question simply remains whether we should interfere. While holy sites are not our concern, trade routes through the Levant lead to India... and a Russian war with the Turks could directly threaten our interests. We can support the russians and end our political influence in the ottomans or we can support the ottomans and secure our trades of oil and tea;x;
EVTNAME50900;The Crimean War Question;x;
EVTOPTA50900;We support the Ottomans;x;
EVTOPTB50900;We support the Russians;x;
EVTNAME51300;The Crimean War Question;x;
EVTOPTA51300;We support the Ottomans;x;
EVTOPTB51300;We support the Russians;x;
EVTNAME50901;France Demands Savoy;x;
EVTDESC50901;France demands the region of Savoy as a reward for the Italian war of unification against Austria, so it will gain nuclei in the region yes or yes, but we can give it the territories for good or run the risk of starting a war against our northern neighbors...;x;
EVTOPTA50901;Give Savoy to France;x;
EVTOPTB50901;Ignore the demands;x;
EVTNAME50104;Sweeden Demands Finland;x;
EVTDESC50104;Sweden with the help of Finland demands that our sub-state be independent before our glorious empire, we cannot allow such a threat against us, Tsar, we must give them a life lesson so that they leave us in peace with their territorial ambitions.;x;
EVTOPTA50104;Accept the Demands;x;
EVTOPTB50104;Declare War on Finland;x;
EVTNAME50105;Transcaucasian Revolt!;x;
EVTDESC50105;Some time ago we annexed one of the Russian autonomies as a consequence of being so inefficient and because of the war we are currently having they rebel against us because they want more autonomy or even demand total independence, this is inadmissible, we must end them once and for all.;x;
EVTOPTA50105;We can't allow this rebellion!;x;
EVTNAME51000;$FROMCOUNTRY$ calls the Patagonian Convention;x;
EVTDESC51000;Since our independence from Spain, the borders have never been clear in the region of Patagonia and despite our efforts to resolve it diplomatically it had not been possible until now, our neighbors have assured us of creating a treaty on equal terms in their capital, Buenos Aires, what should we do?;x;
EVTOPTA51000;Accept the proposal;x;
EVTOPTC51000;Don't accept the proposal;x;
EVTOPTB51000;Purpose other demands;x;
EVTNAME51001;They Accept!;x;
EVTDESC51001;Since our independence from Spain, the borders have never been clear in the region of Patagonia and despite our efforts to resolve it diplomatically, it had not been possible until now, that is why we must assure our neighbors that we will create a fair treaty for the two countries...;x;
EVTOPTA51001;Claim our Lands!;x;
EVTNAME50405;The Krakowian Uprising;x;
EVTDESC50405;Since 1836, our army has occupied the city of krakow and therefore the entire country, our little neighbor asks us to leave his country free of our troops and influence, so we assume that it is a provocation for our empire and therefore we must declare the war to krakow;x;
EVTOPTA50405;We can't allow this provocation!;x;
EVTOPTB50405;Now It isn't the moment;x;
EVTNAME50302;The War is over!;x;
EVTDESC50302;We lose the war with the european country and we have to lose one of our country's ports...;x;
EVTNAME51200;They Accept!;x;
EVTOPTA51200;Fine;x;
EVTNAME50106;The Poland Uprising of $YEAR$;x;
EVTOPTA50106;Poland is one of our states!;x;
EVTOPTB50106;Long live Poland!;x;
EVTNAME50107;Poland Uprising of $YEAR$;x;
EVTOPTA50107;Support the Polish;x;
EVTOPTB50107;Support the Russians;x;
EVTDESC50106;A long time ago, we conquered the Polish-Lithuanian Commonwealth together with Prussia, so it is clear that both Poles and Lithuanians live in that region, this rebellion has led us to think if we should set them free or conquer them and return them to our glorious country with our Tsar of maximum state power...;x;
EVTNAME50701;The Carlist War;x;
EVTDESC50701;The Carlist war is still ongoing and we cannot allow it to continue to be a guerrilla war that kills many Spaniards every month, we must put an end to this war but we will have to choose one of the options, we must sacrifice ourselves for our country and not throw waste thousands of lives unnecessarily, we must act now somehow...;x;
EVTOPTA50701;Put Carlos in the throne!;x;
EVTOPTB50701;Isabel must keep her throne!;x;
EVTNAME51002;Argentina purpose other demands;x;
EVTOPTA51002;Accept the new demands;x;
EVTOPTB51002;This cannot be allowed!;x;
EVTNAME51003;The Chaco Crisis;x;
EVTDESC51003;The Chaco region has always been a question mark for the countries that surround it since we have never reached an agreement in which we can solve this problem... Now that we have been asked to collaborate with each other, we must take advantage of it in one way or another other;x;
EVTOPTA51003;Accept the proposal;x;
EVTOPB510003;Reject the proposal;x;
EVTNAME51004;The Chaco Treaty;x;
EVTOPTA51004;All Chaco is Ours;x;
EVTOPTB51004;Argentinian and Paraguayan Chaco;x;
EVTOPTC51004;Bolivian and Argentinian Chaco;x;
EVTOPTD51004;Paraguayan Chaco;x;
EVTNAME51200;Italy Demands Libya;x;
EVTDESC51200;Since our unification we have wanted to make our nation a great country and that is why we have sought to expand our territories overseas, a nearby and easy to get territory would be the libya region that has been controlled by the Ottomans for a long time;x;
EVTOPTA51200;Accept the demands;x;
EVTOPTB51200;This cannot be allowed;x;
EVTNAME51100;Florida declares it's independence!;x;
EVTOPTA51100;Declare war!;x;
EVTOPTB51100;Long live Florida!;x;
EVTNAME50008;The Shogun Win The War!;x;
EVTDESC50008;Our different sub-states have tried to overthrow our absolute government to establish an imperialist one even more absolute than ours, but once Kyoto was occupied we were able to end the war and announce the total unification of the islands of Japan into a single nation governed by the shogun;x;
EVTOPTA50008;Welcome to the Shogunate Japan!;x;
EVTNAME50406;The End of our Empire;x;
EVTDESC50406;The different attacks on our nation have caused immense losses of territory, and have caused our empire to become a weak country that cannot even maintain its territory, the recent fall of our capital has dealt the last blow to our empire to that it be completely destroyed... From now on, the Austrian Empire will go down in the history books and cease to be as we know it right now;x;
EVTOPTA50406;Good bye old Austria;x;
EVTNAME50502;Monarchist Coup;x;
EVTDESC50502;Some time ago we made a decision to promote the absolute monarchy and the members of the reactionary party have carried out a coup against our nation, what should we do to combat the constant revolts?;x;
EVTOPTA50502;Establish the $COUNTRY_ADJ$ Monarchy;x;
EVTOPTB50502;We do not want any monarchy in $COUNTRY$;x;
EVTNAME50108;The Death of Tsar Nicholas I;x;
EVTDESC50108;In recent years, our Tsar has experienced a seemingly incurable disease that has given our leader no other chance of life. As expected one of these days will happen, Nicholas I has died due to lack of breathing in his royal palace this morning, in the next few days he will be watched over and buried in a special tomb proof of all kinds of natural disasters in the Moscow region. Glory to the new Emperor Alexander II of Russia!;x;
EVTOPTA50108;Long live to Tsar Alexander II of Russia!;x;
OPIUMWARDESC;The constant tensions between the two countries have led someone to make the decision to declare war on the other, the tensions have led to a large-scale war that will lead to thousands or millions of deaths for both one side and the other, this should happen at any time unless some mutual agreement is reached.;x;
EVTNAME51600;The Opium Problem;x;
EVTOPTA51600;The british will pay for it!;x;
EVTNAME51301;Our Demands in China;x;
EVTOPTA51301;Demand Hong Kong!;x;
EVTOPTB51301;Do not demand anything;x;
EVTOPTA51601;This cannot be allowed!;x;
EVTOPTB51601;Cede Hong Kong;x;
EVTNAME51602;We win the Opium War!;x;
EVTNAME51601;United Kingdom Demands Hong Kong;x;
EVTNAME51700;Neuchatel Crisis;x;
EVTDESC51700;Switzerland demanded the german territory of Neuchatel and with it the sovereign of one of the holy german lands, including the total independence of Switzerland, this is supported by the major european countries, if we refuse, will be consequences;x;
EVTNAME51302;Indian rebels declare their Independence!;x;
EVTDESC51302;Lately there have been several revolts in the area of the Indies and as expected, the rebels have proclaimed an independent state from our empire, they call it "La India" and they have no intention of ever belonging to our empire again. We should bring English order to the Indies again and organize the territory of our colonies in another way to avoid future revolts.;x;
EVTNAME51800;Capitalism in $COUNTRY$;x;
EVTDESC51800;The different recent events in our country and environment have led capitalists to emerge and finance future factory projects for our civilization, we do not rule out that it is an attempt to abuse power against our country but money is money...;x;
EVTOPTA51800;Accept the money;x;
EVTOPTB51800;Refuse the money;x;
EVTNAME50503;The $CAPITAL$ Treaty;x;
EVTDESC50503;After a long war against great powers, we have signed peace and they have required us to completely dismantle our empire, this will add several problems to us and will aggravate others that we already had in the war. Anyway, at least our country has survived and has not disappeared...;x;
EVTOPTA50503;Oh no...;x;
EVTNAME50504;The Collapse of $FROMCOUNTRY$;x;
EVTDESC50504;After the last war, $FROMCOUNTRY$ has been dismantled and now we have to recover the territories that belong to us for a long time. Now we must take advantage of his state and without fighting, get our cores;x;
EVTOPTA50504;We only demand our territories;x;
EVTNAME50505;The Collapse of $FROMCOUNTRY$;x;
EVTDESC50505;Our country has belonged for a while to the indirect rule of $FROMCOUNTRY$, now that, after a great war, they have completely collapsed, our best option is to free ourselves and create our country autonomously and without limitations. Long live $COUNTRY$!;x;
EVTOPTA50505;Freedom!;x;
EVTNAME50506;The Collapse of $FROMCOUNTRY$;x;
EVTDESC50506;After the last war, $FROMCOUNTRY$ has been dismantled and now we have to recover the territories that belong to us for a long time. Now we must take advantage of his state and without fighting, get finally our cores;x;
EVTOPTA50506;We demand our lands!;x;
EVTOPTB50506;$FROMCOUNTRY$ is our ally, we do not want anything;x;
EVTNAME50109;The Kars Question;x;
EVTDESC50109;The Ottomans have always been meddling in our private affairs against us. Being at war with them, we see the possibility of annexing the border region of Kars, south of the transcaucasia region. You decide.;x;
EVTOPTA50109;Annex the State!;x;
EVTOPTB50109;We can't annex the state;x;
EVTNAME50211;The Collapse of Egypt;x;
EVTDESC50211;The Egyptians have been holding out longer than expected and now that the country's government has collapsed, we must take advantage and restore order to the country. We can do one of two things, either annex the whole of Egypt or else just demand our possessions. If we do the first, the other countries will see us badly.;x;
EVTOPTA50211;Annex all Egypt;x;
EVTOPTB50211;Only demand our cores;x;
EVTNAME50508;The Car Invention;x;
EVTOPTA51602;No more Opium in China!;x;
EVTDESC50508;The first car in history has finally been finished. Baptized as the Benz 1 trike, it is a motorized three-wheeled vehicle invented by Karl Benz, founder of Benz & Cie. The only automobile company in the world today. Hopefully in the coming years they will lower costs and we can all buy a car.;x;
EVTOPTA50508;A Special Man;x;
EVTNAME51101;The Mexican-Texan Frontier;x;
EVTDESC51101;After our victory in the Texan-Mexican War, we can claim our cores in Mexican control and later, if Usa want to, join to the United States and confirm our independence form Mexico;x;
EVTOPTA51101;We want our Lands!;x;
EVTOPTB51101;The only answer is the union;x;
EVTNAME51603;The Beijing Treaty;x;
EVTDESC51603;The Russians have challenged our nation, coming to demand part of our homeland, creating tensions in our population and forcing us to make a difficult decision. If we reject the Russian offer, we could provoke a war against them.;x;
EVTOPTA51603;Accept the treaty;x;
EVTOPTB51603;Reject the treaty;x;
EVTNAME50110;The Chinese rejected the Treaty;x;
EVTDESC50110;Our valuable proposal for the permanent occupation of the area of northern China has been rejected by the owners of the area, we only have 2 options left, declare war or try to lower tensions in the area.;x;
EVTOPTA50110;Declare the war!;x;
EVTOPTB50110;Be peacefully;x;
EVTNAME50507;The Breakup of $FROMCOUNTRY$;x;
EVTDESC50507;The recently dismantled country of $FROM$ now "offer" us independence;x;
EVTOPTA50507;Thanks god;x;
EVTOPTA51700;Neuchatel is for Prussia;x;
EVTOPTB51700;Secede Neuchatel to Switzerland;x;
EVTDESC50209;The Tripoli region is being demanded by two large countries. This could cause a war between two very powerful sides, Muslims and Europeans. Our mission is to end those tensions one way or another.;x;
EVTNAME50209;Italy Demands Libya;x;
EVTOPTA50209;We can't do anything;x;
EVTOPTB50209;The war is the option!;x;
EVTOPTA51302;What?!;x;
EVTNAME50407;The Danubian Proposal;x;
EVTDESC50407;This territorial and social unification could lead to greater stability in the national territory in addition to ensuring an important position in Austrian politics and the option of being able to carry out our own reforms in our sub-state territory.;x;
EVTOPTA50407;Let's Do It!;x;
EVTOPTB50407;We can't do this;x;
EVTNAME50408;They Accept!;x;
EVTOPTA50408;Long Live to the New Federation!;x;
EVTNAME50409;They Reject!;x;
EVTOPTA50409;Oh no...;x;
EVTNAME51102;The Gold Rush;x;
EVTDESC51102;The recent arrivals of immigrants in our country have caused an increase in the search for the long-awaited American gold, recent reports of these searches affirm that they have found gold, a lot of gold, as much gold as for the offer to the US general staff. We must finance these long-awaited expeditions if we do not want to miss the opportunity.;x;
EVTOPTA51102;For the Gold!;x;
EVTNAME51605;The Warlord Era;x;
EVTDESC51605;Resistance against the $CAPITAL$ government has culminated in a breakdown in authority. What began with several of the outlying warlords declaring their independence has ended with the most powerful generals in the Beiyang Army struggling for control. A contest has begun regarding who will control the future of China's destiny, and most are certain it will not be long before the entire nation is engulfed in war.;x;
EVTOPTA51605;The Chinese will be united again!;x;
EVTNAME51604;The Chinese Restoration;x;
EVTDESC51604;The Chinese nation has always been divided between breakaway dynasties and other kingdoms. Now that we have become civilized, we can unify all the territory where there are Chinese people and create a pleasant atmosphere in a new and neutral nation called "China", which will be ruled by the rising Qing dynasty, but now with a more democratic and faithful system for the Europeans...;x;
EVTNAME51606;The Xinhai Revolution;x;
EVTDESC51606;The constant threats against us in xinhai have led the separatists to declare an independent state which will worsen the stability of the country. Anyway, the rebellion won't last long, let's hope...;x;
EVTNAME5607;The New Chinese Army;x;
EVTDESC51607;For a long time, the Chinese have been one of the countries with an army superior to our enemies, but in the absence of modernization, we have lost many wars that, with the recent modernization of other countries, would be even worse wars. That is why we have devised a modernization of the Chinese army...;x;
EVTOPTA51606;Not Today!;x;
EVTOPTB51606;Democracy?;x;
EVTOPTA51607;Oh no...;x;
EVTNAME51608;The Breakup of China;x;
EVTDESC51608;The Chinese empire is now a dream;x;
EVTOPTA51608;For the empire!;x;
EVTNAME51609;The New Chinese Empire;x;
EVTDESC51609;Today is a memorable day as we have finished unifying the Chinese Empire again. Those affected are the people who have not survived and cannot see this magnificent unification, in any case, the current situation in our country gives much to be desired and we must do something to solve it...;x;
EVTOPTA51609;Long Live China;x;
EVTNAME51610;Rebels in Tibet!;x;
EVTDESC51610;The unification efforts for our nation have only provoked incidents and internal rebellions in our country like this problem in the troubled region of Tibet. Is it still our duty to unify all of China, or should we switch sides?;x;
EVTOPTA51610;This can't be accepted!;x;
EVTOPTB51610;The dream is now dead;x;
EVTNAME50509;The English Imperialism;x;
EVTDESC50509;The constant English pressures on our territory are unable to withstand for our bureaucracy. Now that our country is weaker than ever, the British are trying to create a less independent state in the Canadian region. Should we cede positions to them?;x;
EVTOPTA50509;We can't do anything against them;x;
EVTOPTB50509;Reject the offer!;x;
EVTNAME50902;The Papal-Italian Restoration;x;
EVTDESC50902;After the unification of most of the Italian states on the peninsula, the Italians focus on a small state in the heart of the country: The Papal States, the incredible efforts on the part of Italy to annex this country without success are too many to count. That they leave behind the mission of unifying. Tired of our presence, the Italians press against us once more, but this time with more force.;x;
EVTOPTA50902;Make a treaty!;x;
EVTOPTB50902;Then... Is war;x;
EVTNAME50903;The Treaty of Rome;x;
EVTDESC50903;Thanks to our dedication, the French have relented and have allowed us to annex the papal states and from now on we will host the pope in Rome (Italy). At last there will be no French influence on Italian territory...;x;
EVTOPTA50903;Glory to Italy!;x;
EVTNAME50306;The Scramble for Africa;x;
EVTDESC50306;The colonial powers of the world have gathered in a european capital to discuss the regulation of colonization and trade in Africa, formalizing the scramble for the African continent. After this point, any civilized country will largely be seen as justified in aggression towards uncivilized African nations.;x;
EVTOPTA50306;We are interested in the act;x;
EVTOPTB50306;We have better things to do;x;
EVTNAME50305;The Egyptian Protectorate;x;
EVTDESC50305;The Conference in which the great European empires divided up the territories, touches us on the great and precious Egyptian territory, so we must annex it as soon as possible before another great European power.;x;
EVTOPTA50305;We want entire Egypt!;x;
EVTOPTB50305;We don't want more protectorates;x;
EVTNAME50307;The Ethiopian Protectorate;x;
EVTDESC50307;The Conference in which the great European empires divided up the territories, touches us on the great and precious Ethiopian territory, so we must annex it as soon as possible before another great European power.;x;
EVTOPTA50307;We want entire Ethiopia!;x;
EVTNAME50904;Napoleon's III Coup;x;
EVTDESC50904;In the year 1769, the imperialist Napoleon Bonaparte took over the country in a coup and then caused a full-scale war across Europe, the biggest war to date. Now his successor, Napoleon III, seeks to seize power and restore the glory of the French Empire.;x;
EVTOPTA50904;Welcome to the new French Empire;x;
EVTOPTB50904;Expel that "human" to an Island!;x;
EVTNAME50111;The Russian Civil War;x;
EVTDESC50111;The militancy of our country is too high for our territory to remain united under a single command. Recently we have received notices of communist revolts in several central areas of the Russian Empire, we must act as soon as possible.;x;
EVTOPTA50111;We cannot allow any communist in Russia!;x;
EVTOPTB50111;The communism is the future of Russia!;x;
EVTNAME50510;Typewriter Invention;x;
EVTDESC50510;The first typewriter has been finished at last, the fate of our nation has been decided with this great breakthrough of technology thanks to our inventors who have carried out this invention. It has been created by the inventor Christopher Sholes, who today gave a lecture at the center of $CAPITAL$;X;
EVTNAME51201;San Marco Integration;x;
EVTNAME51611;The Nien Rebellion;x;
EVTOPTA51611;We can't allow this rebellion!;x;
EVTOPTB51611;The Qing Empire must be defeated!;x;
EVTNAME50511;The Irish Rebellion;x;
EVTOPTA50511;Oh no...;x;
EVTOPTB50511;Long live Ireland!;x;
EVTNAME51703;Austria accepts!;x;
EVTDESC51703;A long time ago we began to dispute the German nation with our neighbor Austria, which until 100 years ago led the nation in the form of an empire with small semi-independent autonomies. After the defeat of Napoleon, we prevailed against Austria to unify the German Empire and despite our differences, we have managed to reach an agreement and now they want to belong to our nation.;x;
EVTOPTA51703;Annex all Austria!;x;
EVTOPTB51703;Annex only german cores;x;
EVTOPTC51703;We only want Austria and Slovenia;x;
EVTOPTD51703;Re-establish The Holy Roman Empire;x;
EVTNAME50512;The Origin of The Species by Darwin;x;
EVTDESC50512;The famous philosopher Charles Darwin has recently published through our influence his so-called book "The Origin of Species" in which he tells how, according to evolutionary theory, all the species we know today evolved, from mice to savannah elephants.;x;
EVTNAME51005;The Brazilian Pressure;x;
EVTDESC51005;The nation of Brazil has always had great ambitions to occupy most of the Amazonas in the name of their emperor. We still have a part of this great forest left, so we do not have any option of resistance. We need to decide, war or diplomacy;x;
EVTOPTA51005;Accept the treaty;x;
EVTOPTB51005;Then is war!;x;
EVTNAME51201;San Marino Petitions for Annexation;x;
EVTDESC51201;The constant ideas of Italian unification have brought the independence of the Republic of San Marco, so we must unify all the territories of Italy under our direct rule.;x;
EVTNAME50210;The Balkan Countries Surrender;x;
EVTOPTA50210;Our moment has come;x;
EVTOPTB50210;Not today, restore the stability in the Balkans;x;
EVTOPTB51003;Reject the proposal!;x;
EVTOPTA50302;Fine;x;
EVTNAME51702;The German Proposal;x;
EVTDESC51702;The Germans do not propose a joint agreement between all the belligerent countries of the German Confederation. The treaty consists of signing an annexation agreement to the new nation of Germany, our advisers propose us to accept to avoid territorial conflicts in the future, but the decision is ours.;x;
EVTNAME51704;Austria rejects!;x;
EVTDESC51704;The Austrians have taken our treaty as an offense against their independence. We should not have trusted these "Germans" who do not want unity and strength, the number of German people living in Austria is enough to claim cores in their territory, if they do not go with us, they go against us...;x;
EVTOPTA51704;Claim the German Cores;x;
EVTOPTB51704;We can't intervenue now;x;
EVTOPTA51702;Accept the treaty;x;
EVTOPTB51702;Reject the treaty;x;
EVTOPTA51201;Accept the Annexation;x;
EVTNAME51705;The Schleswig Rebellion;x;
EVTDESC51705;The recent tensions over our territory have given a lot to talk about for the powers of the world, especially Prussia, which has managed to get a large part of the population of Holstein to be in favor of a rebellion against the Danes... Against us, is the nation of Schleswig, which together with Denmark, will fight against us to resolve the long-awaited question about the Holstein region.;x;
EVTOPTA51705;For Germany!;x;
EVTOPTB51705;For Denmark!;x;
EVTNAME51706;The Holstein Question Solved;x;
EVTDESC51706;After decades of assimilation, the population of Holstein has decided after a civil war that they want to be part of the German confederation, which includes that we add it to the list of countries to be sphered to achieve the long-awaited Germany...;x;
EVTOPTA51706;Long live Germany!;x;
EVTNAME50513;The Indonesian Question;x;
EVTDESC50513;The beginning of colonization by other powers in other parts of the world has allowed us to think about the possibility of intervening in the Indonesian area, therefore, we must decide what to do with our colonial affairs...;x;
EVTOPTA50513;Demand territory!;x;
